order_id,order_detail_id,fecha_id,fecha_entrega_id,cliente_id,empleado_id,producto_id,shipper_id,territorio_id,cantidad,unit_price,descuento,freight,subtotal,total_venta,costo_total,margen,margen_pct,order_date,required_date,shipped_date,dias_entrega,entrega_puntual
10380,10380-60,19961212,19970116,HUNGO,8,60,3,IRE-CO,6,27.2,0.1,35.03,163.2,146.88,122.4,24.48,16.67,1996-12-12,1997-01-09,1997-01-16,35,0
10380,10380-70,19961212,19970116,HUNGO,8,70,3,IRE-CO,30,12.0,0.0,35.03,360.0,360.0,270.0,90.0,25.0,1996-12-12,1997-01-09,1997-01-16,35,0
10381,10381-74,19961212,19961213,LILAS,3,74,3,VEN-CA,14,8.0,0.0,7.99,112.0,112.0,84.0,28.0,25.0,1996-12-12,1997-01-09,1996-12-13,1,1
10382,10382-5,19961213,19961216,ERNSH,4,5,1,AUS-GR,32,17.0,0.0,94.77,544.0,544.0,409.92,134.08,24.65,1996-12-13,1997-01-10,1996-12-16,3,1
10382,10382-18,19961213,19961216,ERNSH,4,18,1,AUS-GR,9,50.0,0.0,94.77,450.0,450.0,337.5,112.5,25.0,1996-12-13,1997-01-10,1996-12-16,3,1
10382,10382-29,19961213,19961216,ERNSH,4,29,1,AUS-GR,14,99.0,0.0,94.77,1386.0,1386.0,1039.78,346.22,24.98,1996-12-13,1997-01-10,1996-12-16,3,1
10382,10382-33,19961213,19961216,ERNSH,4,33,1,AUS-GR,60,2.0,0.0,94.77,120.0,120.0,90.0,30.0,25.0,1996-12-13,1997-01-10,1996-12-16,3,1
10382,10382-74,19961213,19961216,ERNSH,4,74,1,AUS-GR,50,8.0,0.0,94.77,400.0,400.0,300.0,100.0,25.0,1996-12-13,1997-01-10,1996-12-16,3,1
10383,10383-13,19961216,19961218,AROUT,8,13,3,UK-LO,20,4.8,0.0,34.24,96.0,96.0,72.0,24.0,25.0,1996-12-16,1997-01-13,1996-12-18,2,1
10383,10383-50,19961216,19961218,AROUT,8,50,3,UK-LO,15,13.0,0.0,34.24,195.0,195.0,146.25,48.75,25.0,1996-12-16,1997-01-13,1996-12-18,2,1
10383,10383-56,19961216,19961218,AROUT,8,56,3,UK-LO,20,30.4,0.0,34.24,608.0,608.0,456.0,152.0,25.0,1996-12-16,1997-01-13,1996-12-18,2,1
10384,10384-20,19961216,19961220,BERGS,3,20,3,SWE-LU,28,64.8,0.0,168.64,1814.4,1814.4,1360.8,453.6,25.0,1996-12-16,1997-01-13,1996-12-20,4,1
10384,10384-60,19961216,19961220,BERGS,3,60,3,SWE-LU,15,27.2,0.0,168.64,408.0,408.0,306.0,102.0,25.0,1996-12-16,1997-01-13,1996-12-20,4,1
10385,10385-7,19961217,19961223,SPLIR,1,7,2,USA-EU,10,24.0,0.2,30.96,240.0,192.0,180.0,12.0,6.25,1996-12-17,1997-01-14,1996-12-23,6,1
10385,10385-60,19961217,19961223,SPLIR,1,60,2,USA-EU,20,27.2,0.2,30.96,544.0,435.2,408.0,27.2,6.25,1996-12-17,1997-01-14,1996-12-23,6,1
10385,10385-68,19961217,19961223,SPLIR,1,68,2,USA-EU,8,10.0,0.2,30.96,80.0,64.0,60.0,4.0,6.25,1996-12-17,1997-01-14,1996-12-23,6,1
10386,10386-24,19961218,19961225,FAMIA,9,24,3,BRA-SA,15,3.6,0.0,13.99,54.0,54.0,40.5,13.5,25.0,1996-12-18,1997-01-01,1996-12-25,7,1
10386,10386-34,19961218,19961225,FAMIA,9,34,3,BRA-SA,10,11.2,0.0,13.99,112.0,112.0,84.0,28.0,25.0,1996-12-18,1997-01-01,1996-12-25,7,1
10387,10387-24,19961218,19961220,SANTG,1,24,2,NOR-ST,15,3.6,0.0,93.63,54.0,54.0,40.5,13.5,25.0,1996-12-18,1997-01-15,1996-12-20,2,1
10387,10387-28,19961218,19961220,SANTG,1,28,2,NOR-ST,6,36.4,0.0,93.63,218.4,218.4,164.16,54.24,24.84,1996-12-18,1997-01-15,1996-12-20,2,1
10387,10387-59,19961218,19961220,SANTG,1,59,2,NOR-ST,12,44.0,0.0,93.63,528.0,528.0,396.0,132.0,25.0,1996-12-18,1997-01-15,1996-12-20,2,1
10387,10387-71,19961218,19961220,SANTG,1,71,2,NOR-ST,15,17.2,0.0,93.63,258.0,258.0,193.5,64.5,25.0,1996-12-18,1997-01-15,1996-12-20,2,1
10388,10388-45,19961219,19961220,SEVES,2,45,1,UK-LO,15,7.6,0.2,34.86,114.0,91.2,85.5,5.7,6.25,1996-12-19,1997-01-16,1996-12-20,1,1
10388,10388-52,19961219,19961220,SEVES,2,52,1,UK-LO,20,5.6,0.2,34.86,112.0,89.6,84.0,5.6,6.25,1996-12-19,1997-01-16,1996-12-20,1,1
10388,10388-53,19961219,19961220,SEVES,2,53,1,UK-LO,40,26.2,0.0,34.86,1048.0,1048.0,787.2,260.8,24.89,1996-12-19,1997-01-16,1996-12-20,1,1
10389,10389-10,19961220,19961224,BOTTM,4,10,2,CAN-TS,16,24.8,0.0,47.42,396.8,396.8,297.6,99.2,25.0,1996-12-20,1997-01-17,1996-12-24,4,1
10389,10389-55,19961220,19961224,BOTTM,4,55,2,CAN-TS,15,19.2,0.0,47.42,288.0,288.0,216.0,72.0,25.0,1996-12-20,1997-01-17,1996-12-24,4,1
10389,10389-62,19961220,19961224,BOTTM,4,62,2,CAN-TS,20,39.4,0.0,47.42,788.0,788.0,591.6,196.4,24.92,1996-12-20,1997-01-17,1996-12-24,4,1
10389,10389-70,19961220,19961224,BOTTM,4,70,2,CAN-TS,30,12.0,0.0,47.42,360.0,360.0,270.0,90.0,25.0,1996-12-20,1997-01-17,1996-12-24,4,1
10390,10390-31,19961223,19961226,ERNSH,6,31,1,AUS-GR,60,10.0,0.1,126.38,600.0,540.0,450.0,90.0,16.67,1996-12-23,1997-01-20,1996-12-26,3,1
10390,10390-35,19961223,19961226,ERNSH,6,35,1,AUS-GR,40,14.4,0.1,126.38,576.0,518.4,432.0,86.4,16.67,1996-12-23,1997-01-20,1996-12-26,3,1
10390,10390-46,19961223,19961226,ERNSH,6,46,1,AUS-GR,45,9.6,0.0,126.38,432.0,432.0,324.0,108.0,25.0,1996-12-23,1997-01-20,1996-12-26,3,1
10390,10390-72,19961223,19961226,ERNSH,6,72,1,AUS-GR,24,27.8,0.1,126.38,667.2,600.48,501.12,99.36,16.55,1996-12-23,1997-01-20,1996-12-26,3,1
10391,10391-13,19961223,19961231,DRACD,3,13,3,GER-BE,18,4.8,0.0,5.45,86.4,86.4,64.8,21.6,25.0,1996-12-23,1997-01-20,1996-12-31,8,1
10392,10392-69,19961224,19970101,PICCO,2,69,3,AUS-GR,50,28.8,0.0,122.46,1440.0,1440.0,1080.0,360.0,25.0,1996-12-24,1997-01-21,1997-01-01,8,1
10393,10393-2,19961225,19970103,SAVEA,1,2,3,USA-EU,25,15.2,0.25,126.56,380.0,285.0,285.0,0.0,0.0,1996-12-25,1997-01-22,1997-01-03,9,1
10393,10393-14,19961225,19970103,SAVEA,1,14,3,USA-EU,42,18.6,0.25,126.56,781.2,585.9,585.9,0.0,0.0,1996-12-25,1997-01-22,1997-01-03,9,1
10393,10393-25,19961225,19970103,SAVEA,1,25,3,USA-EU,7,11.2,0.25,126.56,78.4,58.8,58.8,0.0,0.0,1996-12-25,1997-01-22,1997-01-03,9,1
10393,10393-26,19961225,19970103,SAVEA,1,26,3,USA-EU,70,24.9,0.25,126.56,1743.0,1307.25,1311.8,-4.55,-0.35,1996-12-25,1997-01-22,1997-01-03,9,1
10393,10393-31,19961225,19970103,SAVEA,1,31,3,USA-EU,32,10.0,0.0,126.56,320.0,320.0,240.0,80.0,25.0,1996-12-25,1997-01-22,1997-01-03,9,1
10394,10394-13,19961225,19970103,HUNGC,1,13,3,USA-EU,10,4.8,0.0,30.34,48.0,48.0,36.0,12.0,25.0,1996-12-25,1997-01-22,1997-01-03,9,1
10394,10394-62,19961225,19970103,HUNGC,1,62,3,USA-EU,10,39.4,0.0,30.34,394.0,394.0,295.8,98.2,24.92,1996-12-25,1997-01-22,1997-01-03,9,1
10395,10395-46,19961226,19970103,HILAA,6,46,1,VEN-CA,28,9.6,0.1,184.41,268.8,241.92,201.6,40.32,16.67,1996-12-26,1997-01-23,1997-01-03,8,1
10395,10395-53,19961226,19970103,HILAA,6,53,1,VEN-CA,70,26.2,0.1,184.41,1834.0,1650.6,1377.6,273.0,16.54,1996-12-26,1997-01-23,1997-01-03,8,1
10395,10395-69,19961226,19970103,HILAA,6,69,1,VEN-CA,8,28.8,0.0,184.41,230.4,230.4,172.8,57.6,25.0,1996-12-26,1997-01-23,1997-01-03,8,1
10396,10396-23,19961227,19970106,FRANK,1,23,3,GER-BE,40,7.2,0.0,135.35,288.0,288.0,216.0,72.0,25.0,1996-12-27,1997-01-10,1997-01-06,10,1
10396,10396-71,19961227,19970106,FRANK,1,71,3,GER-BE,60,17.2,0.0,135.35,1032.0,1032.0,774.0,258.0,25.0,1996-12-27,1997-01-10,1997-01-06,10,1
10396,10396-72,19961227,19970106,FRANK,1,72,3,GER-BE,21,27.8,0.0,135.35,583.8,583.8,438.48,145.32,24.89,1996-12-27,1997-01-10,1997-01-06,10,1
10397,10397-21,19961227,19970102,PRINI,5,21,1,POR-LI,10,8.0,0.15,60.26,80.0,68.0,60.0,8.0,11.76,1996-12-27,1997-01-24,1997-01-02,6,1
10397,10397-51,19961227,19970102,PRINI,5,51,1,POR-LI,18,42.4,0.15,60.26,763.2,648.72,572.4,76.32,11.76,1996-12-27,1997-01-24,1997-01-02,6,1
10398,10398-35,19961230,19970109,SAVEA,2,35,3,USA-EU,30,14.4,0.0,89.16,432.0,432.0,324.0,108.0,25.0,1996-12-30,1997-01-27,1997-01-09,10,1
10398,10398-55,19961230,19970109,SAVEA,2,55,3,USA-EU,120,19.2,0.1,89.16,2304.0,2073.6,1728.0,345.6,16.67,1996-12-30,1997-01-27,1997-01-09,10,1
10399,10399-68,19961231,19970108,VAFFE,8,68,3,DEN-KO,60,10.0,0.0,27.36,600.0,600.0,450.0,150.0,25.0,1996-12-31,1997-01-14,1997-01-08,8,1
10399,10399-71,19961231,19970108,VAFFE,8,71,3,DEN-KO,30,17.2,0.0,27.36,516.0,516.0,387.0,129.0,25.0,1996-12-31,1997-01-14,1997-01-08,8,1
10399,10399-76,19961231,19970108,VAFFE,8,76,3,DEN-KO,35,14.4,0.0,27.36,504.0,504.0,378.0,126.0,25.0,1996-12-31,1997-01-14,1997-01-08,8,1
10399,10399-77,19961231,19970108,VAFFE,8,77,3,DEN-KO,14,10.4,0.0,27.36,145.6,145.6,109.2,36.4,25.0,1996-12-31,1997-01-14,1997-01-08,8,1
10400,10400-29,19970101,19970116,EASTC,1,29,3,UK-LO,21,99.0,0.0,83.93,2079.0,2079.0,1559.67,519.33,24.98,1997-01-01,1997-01-29,1997-01-16,15,1
10400,10400-35,19970101,19970116,EASTC,1,35,3,UK-LO,35,14.4,0.0,83.93,504.0,504.0,378.0,126.0,25.0,1997-01-01,1997-01-29,1997-01-16,15,1
10400,10400-49,19970101,19970116,EASTC,1,49,3,UK-LO,30,16.0,0.0,83.93,480.0,480.0,360.0,120.0,25.0,1997-01-01,1997-01-29,1997-01-16,15,1
10401,10401-30,19970101,19970110,RATTC,1,30,1,USA-EU,18,20.7,0.0,12.51,372.6,372.6,279.54,93.06,24.98,1997-01-01,1997-01-29,1997-01-10,9,1
10401,10401-56,19970101,19970110,RATTC,1,56,1,USA-EU,70,30.4,0.0,12.51,2128.0,2128.0,1596.0,532.0,25.0,1997-01-01,1997-01-29,1997-01-10,9,1
10401,10401-65,19970101,19970110,RATTC,1,65,1,USA-EU,20,16.8,0.0,12.51,336.0,336.0,252.6,83.4,24.82,1997-01-01,1997-01-29,1997-01-10,9,1
10401,10401-71,19970101,19970110,RATTC,1,71,1,USA-EU,60,17.2,0.0,12.51,1032.0,1032.0,774.0,258.0,25.0,1997-01-01,1997-01-29,1997-01-10,9,1
10402,10402-23,19970102,19970110,ERNSH,8,23,2,AUS-GR,60,7.2,0.0,67.88,432.0,432.0,324.0,108.0,25.0,1997-01-02,1997-02-13,1997-01-10,8,1
10402,10402-63,19970102,19970110,ERNSH,8,63,2,AUS-GR,65,35.1,0.0,67.88,2281.5,2281.5,1712.1,569.4,24.96,1997-01-02,1997-02-13,1997-01-10,8,1
10403,10403-16,19970103,19970109,ERNSH,4,16,3,AUS-GR,21,13.9,0.15,73.79,291.9,248.11,219.87,28.24,11.38,1997-01-03,1997-01-31,1997-01-09,6,1
10403,10403-48,19970103,19970109,ERNSH,4,48,3,AUS-GR,70,10.2,0.15,73.79,714.0,606.9,535.5,71.4,11.76,1997-01-03,1997-01-31,1997-01-09,6,1
10404,10404-26,19970103,19970108,MAGAA,2,26,1,ITA-TO,30,24.9,0.05,155.97,747.0,709.65,562.2,147.45,20.78,1997-01-03,1997-01-31,1997-01-08,5,1
10404,10404-42,19970103,19970108,MAGAA,2,42,1,ITA-TO,40,11.2,0.05,155.97,448.0,425.6,336.0,89.6,21.05,1997-01-03,1997-01-31,1997-01-08,5,1
10404,10404-49,19970103,19970108,MAGAA,2,49,1,ITA-TO,30,16.0,0.05,155.97,480.0,456.0,360.0,96.0,21.05,1997-01-03,1997-01-31,1997-01-08,5,1
10405,10405-3,19970106,19970122,LINOD,1,3,1,VEN-CA,50,8.0,0.0,34.82,400.0,400.0,300.0,100.0,25.0,1997-01-06,1997-02-03,1997-01-22,16,1
10406,10406-1,19970107,19970113,QUEEN,7,1,1,BRA-SA,10,14.4,0.0,108.04,144.0,144.0,108.0,36.0,25.0,1997-01-07,1997-02-18,1997-01-13,6,1
10406,10406-21,19970107,19970113,QUEEN,7,21,1,BRA-SA,30,8.0,0.1,108.04,240.0,216.0,180.0,36.0,16.67,1997-01-07,1997-02-18,1997-01-13,6,1
10406,10406-28,19970107,19970113,QUEEN,7,28,1,BRA-SA,42,36.4,0.1,108.04,1528.8,1375.92,1149.12,226.8,16.48,1997-01-07,1997-02-18,1997-01-13,6,1
10406,10406-36,19970107,19970113,QUEEN,7,36,1,BRA-SA,5,15.2,0.1,108.04,76.0,68.4,57.0,11.4,16.67,1997-01-07,1997-02-18,1997-01-13,6,1
10406,10406-40,19970107,19970113,QUEEN,7,40,1,BRA-SA,2,14.7,0.1,108.04,29.4,26.46,22.08,4.38,16.55,1997-01-07,1997-02-18,1997-01-13,6,1
10407,10407-11,19970107,19970130,OTTIK,2,11,2,GER-BE,30,16.8,0.0,91.48,504.0,504.0,378.0,126.0,25.0,1997-01-07,1997-02-04,1997-01-30,23,1
10407,10407-69,19970107,19970130,OTTIK,2,69,2,GER-BE,15,28.8,0.0,91.48,432.0,432.0,324.0,108.0,25.0,1997-01-07,1997-02-04,1997-01-30,23,1
10407,10407-71,19970107,19970130,OTTIK,2,71,2,GER-BE,15,17.2,0.0,91.48,258.0,258.0,193.5,64.5,25.0,1997-01-07,1997-02-04,1997-01-30,23,1
10408,10408-37,19970108,19970114,FOLIG,8,37,1,FRA-ST,10,20.8,0.0,11.26,208.0,208.0,156.0,52.0,25.0,1997-01-08,1997-02-05,1997-01-14,6,1
10408,10408-54,19970108,19970114,FOLIG,8,54,1,FRA-ST,6,5.9,0.0,11.26,35.4,35.4,26.82,8.58,24.24,1997-01-08,1997-02-05,1997-01-14,6,1
10408,10408-62,19970108,19970114,FOLIG,8,62,1,FRA-ST,35,39.4,0.0,11.26,1379.0,1379.0,1035.3,343.7,24.92,1997-01-08,1997-02-05,1997-01-14,6,1
10409,10409-14,19970109,19970114,OCEAN,3,14,1,ARG-BU,12,18.6,0.0,29.83,223.2,223.2,167.4,55.8,25.0,1997-01-09,1997-02-06,1997-01-14,5,1
10409,10409-21,19970109,19970114,OCEAN,3,21,1,ARG-BU,12,8.0,0.0,29.83,96.0,96.0,72.0,24.0,25.0,1997-01-09,1997-02-06,1997-01-14,5,1
10410,10410-33,19970110,19970115,BOTTM,3,33,3,CAN-TS,49,2.0,0.0,2.4,98.0,98.0,73.5,24.5,25.0,1997-01-10,1997-02-07,1997-01-15,5,1
10410,10410-59,19970110,19970115,BOTTM,3,59,3,CAN-TS,16,44.0,0.0,2.4,704.0,704.0,528.0,176.0,25.0,1997-01-10,1997-02-07,1997-01-15,5,1
10411,10411-41,19970110,19970121,BOTTM,9,41,3,CAN-TS,25,7.7,0.2,23.65,192.5,154.0,144.75,9.25,6.01,1997-01-10,1997-02-07,1997-01-21,11,1
10411,10411-44,19970110,19970121,BOTTM,9,44,3,CAN-TS,40,15.5,0.2,23.65,620.0,496.0,466.8,29.2,5.89,1997-01-10,1997-02-07,1997-01-21,11,1
10411,10411-59,19970110,19970121,BOTTM,9,59,3,CAN-TS,9,44.0,0.2,23.65,396.0,316.8,297.0,19.8,6.25,1997-01-10,1997-02-07,1997-01-21,11,1
10412,10412-14,19970113,19970115,WARTH,8,14,2,FIN-OU,20,18.6,0.1,3.77,372.0,334.8,279.0,55.8,16.67,1997-01-13,1997-02-10,1997-01-15,2,1
10413,10413-1,19970114,19970116,LAMAI,3,1,2,FRA-ST,24,14.4,0.0,95.66,345.6,345.6,259.2,86.4,25.0,1997-01-14,1997-02-11,1997-01-16,2,1
10413,10413-62,19970114,19970116,LAMAI,3,62,2,FRA-ST,40,39.4,0.0,95.66,1576.0,1576.0,1183.2,392.8,24.92,1997-01-14,1997-02-11,1997-01-16,2,1
10413,10413-76,19970114,19970116,LAMAI,3,76,2,FRA-ST,14,14.4,0.0,95.66,201.6,201.6,151.2,50.4,25.0,1997-01-14,1997-02-11,1997-01-16,2,1
10414,10414-19,19970114,19970117,FAMIA,2,19,3,BRA-SA,18,7.3,0.05,21.48,131.4,124.83,99.36,25.47,20.4,1997-01-14,1997-02-11,1997-01-17,3,1
10414,10414-33,19970114,19970117,FAMIA,2,33,3,BRA-SA,50,2.0,0.0,21.48,100.0,100.0,75.0,25.0,25.0,1997-01-14,1997-02-11,1997-01-17,3,1
10415,10415-17,19970115,19970124,HUNGC,3,17,1,USA-EU,2,31.2,0.0,0.2,62.4,62.4,46.8,15.6,25.0,1997-01-15,1997-02-12,1997-01-24,9,1
10415,10415-33,19970115,19970124,HUNGC,3,33,1,USA-EU,20,2.0,0.0,0.2,40.0,40.0,30.0,10.0,25.0,1997-01-15,1997-02-12,1997-01-24,9,1
10416,10416-19,19970116,19970127,WARTH,8,19,3,FIN-OU,20,7.3,0.0,22.72,146.0,146.0,110.4,35.6,24.38,1997-01-16,1997-02-13,1997-01-27,11,1
10416,10416-53,19970116,19970127,WARTH,8,53,3,FIN-OU,10,26.2,0.0,22.72,262.0,262.0,196.8,65.2,24.89,1997-01-16,1997-02-13,1997-01-27,11,1
10416,10416-57,19970116,19970127,WARTH,8,57,3,FIN-OU,20,15.6,0.0,22.72,312.0,312.0,234.0,78.0,25.0,1997-01-16,1997-02-13,1997-01-27,11,1
10417,10417-38,19970116,19970128,SIMOB,4,38,3,DEN-KO,50,210.8,0.0,70.29,10540.0,10540.0,7905.0,2635.0,25.0,1997-01-16,1997-02-13,1997-01-28,12,1
10417,10417-46,19970116,19970128,SIMOB,4,46,3,DEN-KO,2,9.6,0.25,70.29,19.2,14.4,14.4,0.0,0.0,1997-01-16,1997-02-13,1997-01-28,12,1
10417,10417-68,19970116,19970128,SIMOB,4,68,3,DEN-KO,36,10.0,0.25,70.29,360.0,270.0,270.0,0.0,0.0,1997-01-16,1997-02-13,1997-01-28,12,1
10417,10417-77,19970116,19970128,SIMOB,4,77,3,DEN-KO,35,10.4,0.0,70.29,364.0,364.0,273.0,91.0,25.0,1997-01-16,1997-02-13,1997-01-28,12,1
10418,10418-2,19970117,19970124,QUICK,4,2,1,GER-BE,60,15.2,0.0,17.55,912.0,912.0,684.0,228.0,25.0,1997-01-17,1997-02-14,1997-01-24,7,1
10418,10418-47,19970117,19970124,QUICK,4,47,1,GER-BE,55,7.6,0.0,17.55,418.0,418.0,313.5,104.5,25.0,1997-01-17,1997-02-14,1997-01-24,7,1
10418,10418-61,19970117,19970124,QUICK,4,61,1,GER-BE,16,22.8,0.0,17.55,364.8,364.8,273.6,91.2,25.0,1997-01-17,1997-02-14,1997-01-24,7,1
10418,10418-74,19970117,19970124,QUICK,4,74,1,GER-BE,15,8.0,0.0,17.55,120.0,120.0,90.0,30.0,25.0,1997-01-17,1997-02-14,1997-01-24,7,1
10419,10419-60,19970120,19970130,RICSU,4,60,2,SWI-BE,60,27.2,0.05,137.35,1632.0,1550.4,1224.0,326.4,21.05,1997-01-20,1997-02-17,1997-01-30,10,1
10419,10419-69,19970120,19970130,RICSU,4,69,2,SWI-BE,20,28.8,0.05,137.35,576.0,547.2,432.0,115.2,21.05,1997-01-20,1997-02-17,1997-01-30,10,1
10420,10420-9,19970121,19970127,WELLI,3,9,1,BRA-SA,20,77.6,0.1,44.12,1552.0,1396.8,1164.0,232.8,16.67,1997-01-21,1997-02-18,1997-01-27,6,1
10420,10420-13,19970121,19970127,WELLI,3,13,1,BRA-SA,2,4.8,0.1,44.12,9.6,8.64,7.2,1.44,16.67,1997-01-21,1997-02-18,1997-01-27,6,1
10420,10420-70,19970121,19970127,WELLI,3,70,1,BRA-SA,8,12.0,0.1,44.12,96.0,86.4,72.0,14.4,16.67,1997-01-21,1997-02-18,1997-01-27,6,1
10420,10420-73,19970121,19970127,WELLI,3,73,1,BRA-SA,20,12.0,0.1,44.12,240.0,216.0,180.0,36.0,16.67,1997-01-21,1997-02-18,1997-01-27,6,1
10421,10421-19,19970121,19970127,QUEDE,8,19,1,BRA-SA,4,7.3,0.15,99.23,29.2,24.82,22.08,2.74,11.04,1997-01-21,1997-03-04,1997-01-27,6,1
10421,10421-26,19970121,19970127,QUEDE,8,26,1,BRA-SA,30,24.9,0.0,99.23,747.0,747.0,562.2,184.8,24.74,1997-01-21,1997-03-04,1997-01-27,6,1
10421,10421-53,19970121,19970127,QUEDE,8,53,1,BRA-SA,15,26.2,0.15,99.23,393.0,334.05,295.2,38.85,11.63,1997-01-21,1997-03-04,1997-01-27,6,1
10421,10421-77,19970121,19970127,QUEDE,8,77,1,BRA-SA,10,10.4,0.15,99.23,104.0,88.4,78.0,10.4,11.76,1997-01-21,1997-03-04,1997-01-27,6,1
10422,10422-26,19970122,19970131,FRANS,2,26,1,ITA-TO,2,24.9,0.0,3.02,49.8,49.8,37.48,12.32,24.74,1997-01-22,1997-02-19,1997-01-31,9,1
10423,10423-31,19970123,19970224,GOURL,6,31,3,BRA-SA,14,10.0,0.0,24.5,140.0,140.0,105.0,35.0,25.0,1997-01-23,1997-02-06,1997-02-24,32,0
10423,10423-59,19970123,19970224,GOURL,6,59,3,BRA-SA,20,44.0,0.0,24.5,880.0,880.0,660.0,220.0,25.0,1997-01-23,1997-02-06,1997-02-24,32,0
10424,10424-35,19970123,19970127,MEREP,7,35,2,CAN-TS,60,14.4,0.2,370.61,864.0,691.2,648.0,43.2,6.25,1997-01-23,1997-02-20,1997-01-27,4,1
10424,10424-38,19970123,19970127,MEREP,7,38,2,CAN-TS,49,210.8,0.2,370.61,10329.2,8263.36,7746.9,516.46,6.25,1997-01-23,1997-02-20,1997-01-27,4,1
10424,10424-68,19970123,19970127,MEREP,7,68,2,CAN-TS,30,10.0,0.2,370.61,300.0,240.0,225.0,15.0,6.25,1997-01-23,1997-02-20,1997-01-27,4,1
10425,10425-55,19970124,19970214,LAMAI,6,55,2,FRA-ST,10,19.2,0.25,7.93,192.0,144.0,144.0,0.0,0.0,1997-01-24,1997-02-21,1997-02-14,21,1
10425,10425-76,19970124,19970214,LAMAI,6,76,2,FRA-ST,20,14.4,0.25,7.93,288.0,216.0,216.0,0.0,0.0,1997-01-24,1997-02-21,1997-02-14,21,1
10426,10426-56,19970127,19970206,GALED,4,56,1,SPA-MA,5,30.4,0.0,18.69,152.0,152.0,114.0,38.0,25.0,1997-01-27,1997-02-24,1997-02-06,10,1
10426,10426-64,19970127,19970206,GALED,4,64,1,SPA-MA,7,26.6,0.0,18.69,186.2,186.2,139.65,46.55,25.0,1997-01-27,1997-02-24,1997-02-06,10,1
10427,10427-14,19970127,19970303,PICCO,4,14,2,AUS-GR,35,18.6,0.0,31.29,651.0,651.0,488.25,162.75,25.0,1997-01-27,1997-02-24,1997-03-03,35,0
10428,10428-46,19970128,19970204,REGGC,7,46,1,ITA-TO,20,9.6,0.0,11.09,192.0,192.0,144.0,48.0,25.0,1997-01-28,1997-02-25,1997-02-04,7,1
10429,10429-50,19970129,19970207,HUNGO,3,50,2,IRE-CO,40,13.0,0.0,56.63,520.0,520.0,390.0,130.0,25.0,1997-01-29,1997-03-12,1997-02-07,9,1
10429,10429-63,19970129,19970207,HUNGO,3,63,2,IRE-CO,35,35.1,0.25,56.63,1228.5,921.38,921.9,-0.52,-0.06,1997-01-29,1997-03-12,1997-02-07,9,1
10430,10430-17,19970130,19970203,ERNSH,4,17,1,AUS-GR,45,31.2,0.2,458.78,1404.0,1123.2,1053.0,70.2,6.25,1997-01-30,1997-02-13,1997-02-03,4,1
10430,10430-21,19970130,19970203,ERNSH,4,21,1,AUS-GR,50,8.0,0.0,458.78,400.0,400.0,300.0,100.0,25.0,1997-01-30,1997-02-13,1997-02-03,4,1
10430,10430-56,19970130,19970203,ERNSH,4,56,1,AUS-GR,30,30.4,0.0,458.78,912.0,912.0,684.0,228.0,25.0,1997-01-30,1997-02-13,1997-02-03,4,1
10430,10430-59,19970130,19970203,ERNSH,4,59,1,AUS-GR,70,44.0,0.2,458.78,3080.0,2464.0,2310.0,154.0,6.25,1997-01-30,1997-02-13,1997-02-03,4,1
10431,10431-17,19970130,19970207,BOTTM,4,17,2,CAN-TS,50,31.2,0.25,44.17,1560.0,1170.0,1170.0,0.0,0.0,1997-01-30,1997-02-13,1997-02-07,8,1
10431,10431-40,19970130,19970207,BOTTM,4,40,2,CAN-TS,50,14.7,0.25,44.17,735.0,551.25,552.0,-0.75,-0.14,1997-01-30,1997-02-13,1997-02-07,8,1
10431,10431-47,19970130,19970207,BOTTM,4,47,2,CAN-TS,30,7.6,0.25,44.17,228.0,171.0,171.0,0.0,0.0,1997-01-30,1997-02-13,1997-02-07,8,1
10432,10432-26,19970131,19970207,SPLIR,3,26,2,USA-EU,10,24.9,0.0,4.34,249.0,249.0,187.4,61.6,24.74,1997-01-31,1997-02-14,1997-02-07,7,1
10432,10432-54,19970131,19970207,SPLIR,3,54,2,USA-EU,40,5.9,0.0,4.34,236.0,236.0,178.8,57.2,24.24,1997-01-31,1997-02-14,1997-02-07,7,1
10433,10433-56,19970203,19970304,PRINI,3,56,3,POR-LI,28,30.4,0.0,73.83,851.2,851.2,638.4,212.8,25.0,1997-02-03,1997-03-03,1997-03-04,29,0
10434,10434-11,19970203,19970213,FOLKO,3,11,2,SWE-LU,6,16.8,0.0,17.92,100.8,100.8,75.6,25.2,25.0,1997-02-03,1997-03-03,1997-02-13,10,1
10434,10434-76,19970203,19970213,FOLKO,3,76,2,SWE-LU,18,14.4,0.15,17.92,259.2,220.32,194.4,25.92,11.76,1997-02-03,1997-03-03,1997-02-13,10,1
10435,10435-2,19970204,19970207,CONSH,8,2,2,UK-LO,10,15.2,0.0,9.21,152.0,152.0,114.0,38.0,25.0,1997-02-04,1997-03-18,1997-02-07,3,1
10435,10435-22,19970204,19970207,CONSH,8,22,2,UK-LO,12,16.8,0.0,9.21,201.6,201.6,151.2,50.4,25.0,1997-02-04,1997-03-18,1997-02-07,3,1
10435,10435-72,19970204,19970207,CONSH,8,72,2,UK-LO,10,27.8,0.0,9.21,278.0,278.0,208.8,69.2,24.89,1997-02-04,1997-03-18,1997-02-07,3,1
